id,businessId,name,stage,startDate,closeDate,notes,userId,createdAt,updatedAt,lastActivityDate,nextActivityDate,responsibleId,hasRequest,bookingRequestId,dealId,lostReason,name
,cml8gyuui003frbhpwfouc3c6,Conway|Dec-2025-I,Iniciación,12/17/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,12/17/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5zgs50027shpilivvr373d,cookie jaar |Oct-2025-I,Iniciación,10/22/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,10/22/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gyux0003grbhpknq537wc,Copa - Alianza |Jan-2025-I,Iniciación,1/13/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,1/13/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gyv21003irbhp4zxdazug,Crepes & Waffles 2025 |Feb-2025-I,Iniciación,2/12/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,2/12/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8g9k1p00ztnvhpszxmm2bt,Cycle House |Feb-2025-I,Iniciación,2/4/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,2/4/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5xlim700behpexy3hw4pb6,De la Granja Steak House - Q4 2025|Dec-2025-I,Iniciación,12/15/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,12/15/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gyvyq003nrbhpiszx1s0e,Delicias del Negro - Q3 2025|Aug-2025-I,Reunión,8/18/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,8/18/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5ziqnz030ehpilu6gfdrj0,DentiPro 2025|Feb-2025-I,Iniciación,2/12/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,2/12/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8g8zzg00s3nvhp3r4yjyb4,Dentistas.com 1- 2025|Oct-2025-I,Iniciación,10/15/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,10/15/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5xlduc009ghpexphk6hf4s,Depilarte Albrook Mall - Q3 2025|Aug-2025-I,Iniciación,8/8/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,8/8/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gyw5u003qrbhpc1sj5cw7,Dermaclinica|Jun-2025-I,Iniciación,6/4/2025,,,user_38Uj1twycLFz2fclfdzW6SWOMQV,6/4/2025,,,,user_38Uj1twycLFz2fclfdzW6SWOMQV,FALSE,,,,
,cml8g75pa004unvhpshrddide,DERMOLIGHT|Jan-2025-I,Reunión,1/2/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,1/2/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz790006orbhppe09umnf,Descorchados|Dec-2025-I,Iniciación,12/30/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,12/30/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zi4x002rihpil3bb6ocrb,Diablo Sucio |Jul-2025-I,Iniciación,7/1/2025,,,user_38wAaycls2JvlpO8aN0PymrN8si,7/1/2025,,,,user_38wAaycls2JvlpO8aN0PymrN8si,FALSE,,,,
,cmk5xlo4400dohpexngq1oxqx,Divana Wellness Spa |Nov-2025-I,Iniciación,11/7/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,11/7/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5xl8r1007chpexsywvk640,Divas Spa |Apr-2025-I,Iniciación,4/30/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,4/30/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gywp6003srbhpf9ig3d2d,Do it center|Dec-2025-I,Iniciación,12/5/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,12/5/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gyx69003urbhpfba6qkfi,Donde La Paisita - Q1 2026|Dec-2025-I,Reunión,12/11/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,12/11/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zejz501ayhpilbnwhrakh,Dos Cucharas - Q3 2025|Jul-2025-I,Iniciación,7/1/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,7/1/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zimrt02yuhpilaegnaip2,Downtown Amador Q1 2025|Jan-2025-I,Reunión,1/22/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,1/22/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5zimrt02yuhpilaegnaip2,Downtown Week Q1 2025|Jan-2025-I,Reunión,1/15/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,1/15/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gyv4i003jrbhpq10anlr9,DQ|Dec-2025-I,Iniciación,12/5/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,12/5/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cmk5zci6q00gohpiluwsyokc9,Dress Like Panama 2025|Feb-2025-I,Iniciación,2/12/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,2/12/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cml8garfq01eznvhpd5ealz7j,D-Uñas Sucursal Bella Vista) - Q2 2025|May-2025-I,Iniciación,5/30/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,5/30/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5xlfsh00a8hpexdmr49ein,Easy Car Rental - Q4 2025|Sep-2025-I,Iniciación,9/3/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,9/3/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5xlcrr0090hpextr2q65y4,Easy English Academy |Jul-2025-I,Iniciación,7/22/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,7/22/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gyxl10040rbhpg4iit6ef,Eat the Street Panamá Q4 2025|Nov-2025-I,Iniciación,11/11/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,11/11/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gyxnj0041rbhp18tmg0f9,Eclypse Mar de Aqua|Jan-2025-I,Iniciación,1/3/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,1/3/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gyxsm0043rbhpuuszp4q6,edén ubedi 2025|Feb-2025-I,Iniciación,2/11/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,2/11/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cml8gyy3s0045rbhpk3gu88og,El Bongo Hotel Boutique - Q1 2026|Dec-2025-I,Iniciación,12/22/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,12/22/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zeu7001f4hpilw05nrknp,El Container Food - Q3 2025|Jun-2025-I,Iniciación,6/30/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,6/30/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zixdv0336hpil1g790ael,El Dojo de la Comedia - Q1 2025|Dec-2025-I,Reunión,12/30/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,12/30/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5xl5dr005yhpexek24yt0o,El Dr de tus pies|May-2025-I,Iniciación,5/13/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,5/13/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5zh08j02b4hpil4rfg3hhy,El Faro de Casco Antiguo - Q1 2026|Jan-2026-I,Iniciación,1/29/2026,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,1/29/2026,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5ziplb02zyhpil77uy9dh2,El invernadero |Dec-2025-I,Iniciación,12/2/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,12/2/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5ziplb02zyhpil77uy9dh2,El Invernadero Q4 2025|Nov-2025-I,Reunión,11/17/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,11/17/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5zijw302xohpil620re5g1,El Lado Dulce 2025|Apr-2025-I,Iniciación,4/24/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,4/24/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8g7xdt00fjnvhpjvtyidxt,El Panamá 2025|Feb-2025-I,Iniciación,2/19/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,2/19/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cml8ga12q016dnvhptsz46nsz,El Santuario Ecolodge - Q1 2026|Jan-2026-I,Iniciación,1/16/2026,,,user_38w3kMPJn8vNMvILexCx95wSjTP,1/16/2026,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zfdo701n4hpil5kjyxifm,El trapiche 2025|Aug-2025-I,Iniciación,8/22/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,8/22/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5z7m8e00ebhp0tdkwtexo8,Elegance Salon & Spa|Jan-2025-I,Iniciación,1/8/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,1/8/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5z9c530141hp0t0b7df438,E-Motion zone  - Q4 2025|Nov-2025-I,Iniciación,11/24/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,11/24/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zfriz01sshpilw6ksqu6k,En la Fonda - Q4 2025|Oct-2025-I,Iniciación,10/16/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,10/16/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gyz2q004grbhparocb3rv,En la Fondita de Golan - Q3 2025|Sep-2025-I,Iniciación,9/12/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,9/12/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gyz57004hrbhptebgcon5,En la salsa Costa del Este - Q4 2025|Oct-2025-I,Iniciación,10/3/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,10/3/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gyzm9004jrbhpqwla2gk7,Enterprise Car Rental Q2 2025|May-2025-I,Reunión,5/13/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,5/13/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5xljab00bohpexjbaaadpg,Equilibrium Panama |Sep-2025-I,Iniciación,9/17/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,9/17/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8g8ox400o3nvhp7xjlnbj7,Escape Room - Q4 2025|Jul-2025-I,Iniciación,7/22/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,7/22/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cmk5zedm8018chpilaofes7a7,ESPACIO VERDE|Jan-2025-I,Reunión,1/2/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,1/2/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gyztq004mrbhpckk0tcav,euforia panama |Oct-2025-I,Iniciación,10/22/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,10/22/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz01j004prbhp4dgrp0rn,Expressa Panamá -Q1 2026|Jan-2026-I,Iniciación,1/30/2026,,,user_38wAaycls2JvlpO8aN0PymrN8si,1/30/2026,,,,user_38wAaycls2JvlpO8aN0PymrN8si,FALSE,,,,
,cml8gz06m004rrbhp078qb2sf,FatLady - Q1 2026|Jan-2026-I,Iniciación,1/28/2026,,,user_38w3kMPJn8vNMvILexCx95wSjTP,1/28/2026,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5xlnza00dmhpex0wcwjobv,Fernanda Estetica - Q2 2026|Feb-2026-I,Iniciación,2/10/2026,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,2/10/2026,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gyrtv002hrbhpyykxt6ce,Feroz 2025|Aug-2025-I,Iniciación,8/20/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,8/20/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5xl0he003yhpexxh4vlvf6,FIKA COFFEE & BRUNCH |Feb-2025-I,Iniciación,2/26/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,2/26/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8g7d1d007pnvhpgw3z9shn,Finca Lérida Chiriquí - Q2 2025|Mar-2025-I,Reunión,3/20/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,3/20/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gzrbn00c9rbhp5rebpuqf,Fish Trap - Q4 2025|Oct-2025-I,Reunión,10/3/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,10/3/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz0ui004wrbhp6luy37nk,Fonda del Campo - Q4 2025|Dec-2025-I,Reunión,12/19/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,12/19/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz0wy004xrbhpqmxdfcwb,Foster - Q1 2026|Jan-2026-I,Iniciación,1/20/2026,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,1/20/2026,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5zf7ro01kohpilz02g8mnm,Fragolati 2025|Feb-2025-I,Iniciación,2/3/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,2/3/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5xlnb300dchpexw8xbqt4j,Francis Rasenna - Q1 2026|Nov-2025-I,Reunión,11/21/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,11/21/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5zcf4c00fehpil1ff91vby,Frida 2025|Aug-2025-I,Iniciación,8/21/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,8/21/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5xlkmq00c8hpexlo457kaf,frozgurt 2025|Jul-2025-I,Iniciación,7/31/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,7/31/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz11u004zrbhpmx21ds9p,Fumigadora Asper - Q2 2026|Feb-2026-I,Iniciación,2/20/2026,,,user_38w3kMPJn8vNMvILexCx95wSjTP,2/20/2026,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8g7p7300cbnvhpsz3l73qv,Fun Spot - Q2 2025|May-2025-I,Iniciación,5/7/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,5/7/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zcxjs00myhpilcunvol0c,Gamboa - Tree Trek|Jul-2025-I,Reunión,7/4/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,7/4/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz1q20053rbhp54ffr81a,Gaucho's|Oct-2025-I,Iniciación,10/17/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,10/17/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5zfe2o01nahpil2ew2umta,Gelarti 2025|Feb-2025-I,Iniciación,2/14/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,2/14/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz1v30055rbhpvg7elhrd,Gelato & CO 2025|Mar-2025-I,Iniciación,3/20/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,3/20/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz2050057rbhpi5n805oe,Gemma 2025|May-2025-I,Iniciación,5/20/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,5/20/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gaa8a018onvhpt51puw95,GenteFOLK |Jan-2025-I,Iniciación,1/27/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,1/27/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz2of005brbhpuv6quv9q,Go Panama App Q3 2025|Jul-2025-I,Propuesta Enviada,7/30/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,7/30/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz35c005crbhp42cmtm1x,Golden Frog Inn Q1 2025|Feb-2025-I,Iniciación,2/19/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,2/19/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz3cs005frbhp7lua7x9x,Goyurt - Q4 2025|Dec-2025-I,Reunión,12/10/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,12/10/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cmk5zgk98024khpil5wa31426,Granclement - Q1 2026|Jan-2026-I,Iniciación,1/20/2026,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,1/20/2026,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cmk5zeo1h01cmhpilaycx0lp1,Grand Deli Gourmet 2025|Feb-2025-I,Iniciación,2/5/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,2/5/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8g8q8h00omnvhp7ted5mkr,Green Bar 2025|Feb-2025-I,Iniciación,2/25/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,2/25/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz3zr005nrbhpz1u7oz22,Grupo Silaba Q4 2025|Oct-2025-I,Reunión,10/8/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,10/8/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8g8yw300rnnvhp85gcjokl,Guerrero Xian 2025 |Mar-2025-I,Iniciación,3/5/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,3/5/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz4a1005rrbhptbrm91zv,GUT|Oct-2025-I,Iniciación,10/16/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,10/16/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cml8gz4f5005trbhpva8vmrsq,Hacienda Colombiana - Q3 2025|Sep-2025-I,Iniciación,9/3/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,9/3/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8g86go00ignvhpdop8v2w5,Hacienda Los Molinos - Q4 2025|Oct-2025-I,Iniciación,10/30/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,10/30/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8g86go00ignvhpdop8v2w5,Hacienda Los Molinos Boutique Hotel |Jan-2025-I,Iniciación,1/24/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,1/24/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8g9wtx014rnvhpq5javc10,Hacienda Real - Q4 2025|Dec-2025-I,Reunión,12/15/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,12/15/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8g7xuz00fqnvhpkysvl6zt,Hafle 2025|Mar-2025-I,Iniciación,3/27/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,3/27/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz4hn005urbhpjh6d7ibn,Hairhunters Barbería & Spa - Q4 2025|Dec-2025-I,Reunión,12/4/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,12/4/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5xl5s80064hpexprtgemxg,Healing Touch 2025|Apr-2025-I,Iniciación,4/24/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,4/24/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5xkz0d003chpexsibb0yqs,Healthy Experience by Yrais Toro |Jan-2025-I,Iniciación,1/30/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,1/30/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz4se005xrbhpa0c0v98o,Heiwa Centro de Relajación |Sep-2025-I,Iniciación,9/26/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,9/26/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz4uy005yrbhpa2hb4xrj,Hello Store 2025|Apr-2025-I,Iniciación,4/24/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,4/24/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5xljf400bqhpexy6m6fmjv,Hiddens - Q4 2025|Oct-2025-I,Reunión,10/2/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,10/2/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz4xf005zrbhpeutptvk6,Hikaru 2025|Mar-2025-I,Iniciación,3/21/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,3/21/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5zd23700ouhpilnt1m3rce,Hilton | Hospedaje | 2025|Oct-2025-I,Iniciación,10/15/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,10/15/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz4zw0060rbhpyhvikt4u,Holistico Beauty |Jul-2025-I,Iniciación,7/29/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,7/29/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz3fa005grbhpsx1x2l7l,Hotel Azuero|Dec-2025-I,Iniciación,12/18/2025,,,user_38Uj1twycLFz2fclfdzW6SWOMQV,12/18/2025,,,,user_38Uj1twycLFz2fclfdzW6SWOMQV,FALSE,,,,
,cmk5z8ove00ubhp0t02l5yo0h,Hotel Campestre Q1 2025|Feb-2025-I,Reunión,2/19/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,2/19/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cml8gz5s5006arbhp409n0lo2,Hotel Casa Magnolia - Q2 2025|Jun-2025-I,Reunión,6/6/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,6/6/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5z8gtv00r1hp0tybu4quan,Hotel Dos Ríos (Volcán) - Q2 2025|Mar-2025-I,Iniciación,3/20/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,3/20/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cml8gz59w0064rbhp324890om,Hotel Herrera|Dec-2025-I,Iniciación,12/3/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,12/3/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cml8gz5hf0067rbhpg4zystnv,Hotel La Palma Q3 2025|Aug-2025-I,Iniciación,8/29/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,8/29/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5z9qrw01a5hp0tm4ke20fv,Hotel Los Guayacanes Q3 2025|Sep-2025-I,Iniciación,9/12/2025,,,user_38w3kMPJn8vNMvILexCx95wSjTP,9/12/2025,,,,user_38w3kMPJn8vNMvILexCx95wSjTP,FALSE,,,,
,cmk5ze8tf016chpilszl6vbk0,Hotel Panamonte - Q1 2025|Jan-2025-I,Iniciación,1/22/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,1/22/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cmk5zeaog0174hpilkakq9io4,Hotel Rebequet Q3 2025|Jul-2025-I,Reunión,7/15/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,7/15/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
,cmk5z7blc009vhp0tnuwjb2wr,Hotel Valle del Rio Q2 2025|Apr-2025-I,Reunión,4/7/2025,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,4/7/2025,,,,user_39B2dgxxU9FpCItuDzDvGc7OYQV,FALSE,,,,
,cmk5z8t5q00w3hp0tfzxy0jrr,Hotel Valle Escondido|Dec-2025-I,Iniciación,12/5/2025,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,12/5/2025,,,,user_38J3Yv989jVwEUtbVk9VWJUVSxs,FALSE,,,,
